Age,Height,Weight,Foot_Length,Head_Circ,Chest_Circ,Neck_Circ,Waist_Circ,Shoulder_Breadth,Sitting_Ht,SittingKneeHt,SittingEyeHt,NavalHt,Pupils_Dist,ArmSpan,Writing Hand,Gender (1=M)
25,1856,72.7,279,536,937,351,823,450,962,580,851,1143,59,1842,1,1
25,1792,78.5,292,566,962,396,884,460,925,590,810,1111,61,1847,1,1
21,1709,75.2,266,580,992,367,865,507,873,550,752,1050,63,1815,1,1
46,1775,74.4,269,555,998,383,817,502,897,568,777,1111,68,1929,1,1
29,1712,81.8,268,550,1056,395,952,508,901,537,796,1036,62,1684,1,1
39,1769,87.3,264,588,1131,396,958,535,920,566,805,1084,63,1815,1,1
33,1651,69.7,254,547,969,368,747,485,855,532,755,1016,65,1794,1,1
25,1770,82.4,281,598,1000,376,884,483,946,555,828,1066,64,1808,1,1
35,1928,99.9,289,587,1145,407,953,510,1008,600,889,1156,68,2001,1,1
32,1751,86.7,268,548,1118,400,929,541,890,573,776,1083,66,1870,1,1
48,1597,72.5,257,550,1020,405,913,480,840,499,735,963,67,1687,1,1
22,1820,72.8,269,553,953,369,852,505,950,577,839,1098,57,1879,1,1
23,1821,71.5,275,568,946,363,803,466,952,561,836,1073,60,1917,1,1
23,1813,127.4,275,599,1324,453,1251,573,939,593,817,1074,74,1877,1,1
20,1826,96.1,285,587,1088,392,977,535,944,594,835,1117,65,1930,1,1
34,1675,101.8,261,595,1200,441,1149,537,897,528,773,989,68,1742,1,1
24,1722,86.9,277,566,1124,388,976,524,902,545,798,1018,67,1817,2,1
31,1718,84,258,578,1067,402,913,522,895,552,782,1046,66,1759,1,1
31,1726,83.4,274,578,1053,373,958,519,892,563,803,1044,72,1836,2,1
38,1767,73.3,268,560,999,417,917,476,934,536,813,1041,69,1783,1,1
28,1701,73.5,264,563,987,376,930,499,897,537,785,1009,64,1800,1,1
19,1744,76.6,272,563,998,372,896,497,929,536,820,1042,61,1809,1,1
23,1680,85.8,298,567,1027,417,847,493,863,550,762,1044,73,1808,1,1
19,1581,56,244,547,915,366,776,455,838,490,731,927,56,1620,1,1
47,1731,75.4,251,563,1043,377,917,498,943,528,834,1009,66,1737,1,1
31,1825,94.1,271,578,1105,418,996,532,958,567,850,1096,68,1806,1,1
39,1635,92,261,573,1209,399,1046,540,872,515,766,965,62,1671,1,1
35,1736,90.5,272,584,1098,402,989,518,938,538,810,1002,64,1732,1,1
34,1692,102.1,276,588,1156,409,1105,527,904,544,799,977,63,1755,1,1
24,1665,65,257,560,933,394,785,468,910,506,800,992,62,1676,1,1
31,1856,97.7,295,589,1109,431,955,526,950,603,836,1145,71,1902,1,1
23,1874,113,291,602,1202,414,1043,539,949,616,839,1193,66,1983,1,1
28,1672,89.4,275,590,1121,436,978,509,911,530,795,1000,64,1739,1,1
20,1807,76.3,268,570,990,372,803,489,967,553,862,1094,66,1757,1,1
24,1892,124.1,281,603,1256,471,1157,585,975,607,859,1159,65,1947,1,1
21,1795,87.6,280,568,1042,414,900,516,926,571,824,1097,65,1843,1,1
19,1798,68.9,289,550,925,341,757,491,862,603,759,1132,64,2006,1,1
21,1721,73.6,252,595,929,382,810,473,918,535,791,1043,61,1771,1,1
21,1687,75.9,270,586,1026,407,809,490,913,523,802,1020,61,1765,1,1
20,1745,70.2,256,575,996,363,788,476,925,542,810,1050,65,1789,1,1
51,1836,101.8,283,580,1146,413,1067,499,946,585,829,1098,66,1871,1,1
34,1751,88.7,290,578,1071,406,999,513,933,559,814,1037,67,1860,1,1
39,1856,126.6,298,600,1219,420,1196,559,943,599,818,1116,75,2033,1,1
31,1702,84.2,264,599,1099,406,952,509,913,524,804,1040,68,1752,1,1
23,1717,69.9,253,588,998,399,799,489,937,525,813,1002,65,1690,2,1
20,1759,71.3,279,590,957,381,789,483,941,547,823,1055,66,1818,1,1
29,1789,109.9,274,572,1202,455,1095,548,940,556,828,1081,67,1867,1,1
29,1838,104.2,291,579,1164,425,1029,555,954,581,843,1106,66,1916,1,1
20,1639,63.3,259,570,922,369,772,460,865,518,747,982,68,1681,1,1
44,1674,92.1,269,608,1096,395,1017,505,868,542,763,1020,72,1789,1,1
38,1745,95.5,258,577,1137,440,1023,529,968,534,847,1042,67,1763,1,1
21,1662,70.9,250,554,994,387,817,518,888,510,777,1001,58,1777,2,1
19,1674,77.3,251,578,1016,398,877,475,893,530,776,979,60,1703,1,1
25,1688,78.1,264,573,1005,412,926,482,909,523,797,1013,62,1754,1,1
31,1744,101.7,278,582,1150,392,1149,522,934,541,823,996,65,1801,1,1
28,1773,102.8,270,585,1124,448,1030,546,960,543,850,1048,69,1746,1,1
25,1835,91,286,570,1093,385,870,515,897,609,783,1175,72,1984,1,1
36,1736,78.7,272,575,1018,365,884,510,882,563,767,1065,67,1828,1,1
32,1668,78.1,250,590,1020,394,955,495,904,516,794,984,62,1725,1,1
28,1791,93.1,268,568,1138,422,1042,548,918,577,806,1113,66,1852,1,1
33,1816,79.3,266,570,1012,373,924,498,940,569,823,1085,62,1837,1,1
29,1781,81.2,267,570,1023,382,944,482,940,557,832,1066,60,1773,1,1
22,1759,62.1,281,553,911,372,759,462,931,543,810,1057,61,1784,1,1
26,1673,75.8,253,553,1037,384,897,480,866,527,764,1011,63,1693,2,1
21,1734,74.5,271,565,1006,392,852,515,890,545,778,1066,57,1855,1,1
28,1640,81.9,250,592,1092,412,1001,521,887,495,775,961,68,1682,1,1
28,1663,71.4,247,561,972,371,897,485,906,507,800,981,63,1710,1,1
40,1646,86.5,270,570,1095,433,951,534,860,523,747,998,66,1803,1,1
19,1810,109.1,288,580,1233,440,1093,529,943,589,829,1092,65,1905,1,1
19,1701,78,263,579,1033,378,931,471,866,538,740,1033,60,1725,1,1
20,1850,94.2,281,580,1078,382,938,519,963,593,853,1133,64,1914,1,1
30,1764,83.2,275,592,1071,411,884,515,943,546,826,1060,66,1815,1,1
26,1863,83.8,267,588,1029,410,948,518,939,593,828,1138,64,1961,2,1
19,1764,98.7,274,574,1145,404,1078,540,943,553,830,1051,65,1908,1,1
42,1811,95.8,294,596,1132,419,1034,516,935,581,816,1116,70,1956,1,1
20,1795,96.2,293,594,1035,395,969,503,942,580,812,1091,66,1900,1,1
21,1583,54.5,244,558,872,367,747,444,834,493,728,961,62,1660,1,1
19,1768,77.7,274,578,1003,377,878,472,929,563,819,1080,57,1853,2,1
20,1886,81.9,281,576,1077,396,872,518,942,611,842,1158,63,1954,1,1
42,1681,88.5,274,588,1110,393,1054,522,904,528,799,973,62,1709,1,1
42,1698,79.1,270,556,1031,386,914,504,906,530,801,1027,62,1744,2,1
35,1708,86.8,265,555,1117,417,1012,513,888,531,795,1005,69,1776,1,1
45,1642,85.4,268,573,1153,412,1059,529,839,535,736,980,63,1757,1,1
28,1789,100.8,284,577,1097,419,1046,548,983,546,861,1049,61,1831,1,1
46,1664,80.7,244,561,1078,399,1042,496,885,508,778,981,66,1693,1,1
27,1880,102.1,279,593,1142,440,1047,542,964,603,845,1127,65,1956,1,1
33,1740,92.2,264,570,1143,412,1030,508,916,556,803,1044,67,1763,1,1
42,1710,65.6,273,558,946,354,835,482,852,560,747,1042,67,1879,1,1
22,1738,86.4,262,576,1046,390,975,517,925,545,811,1040,61,1813,1,1
28,1777,81.2,253,563,1027,376,911,507,953,539,829,1077,60,1766,1,1
43,1613,70.9,267,545,1006,379,945,486,850,519,749,949,65,1736,1,1
29,1649,87,254,590,1139,415,1036,523,861,513,750,972,62,1690,2,1
24,1786,78,282,566,976,387,780,500,920,566,809,1099,72,1884,1,1
33,1730,73.4,256,558,1004,368,909,481,874,553,769,1048,60,1843,1,1
19,1763,81.9,266,565,1033,398,929,514,888,558,766,1052,64,1832,1,1
20,1768,61.8,269,558,902,354,723,458,927,546,829,1091,68,1839,1,1
19,1834,73.2,266,574,967,375,809,487,944,571,830,1114,63,1862,1,1
20,1767,68.2,284,545,968,375,769,473,911,577,802,1083,60,1865,1,1
21,1844,91,292,590,1021,391,955,495,930,603,815,1137,68,1896,1,1
20,1859,79.5,299,556,990,367,799,504,986,574,875,1115,62,1897,1,1
20,1740,85.9,282,576,1061,442,933,510,919,532,798,1043,63,1792,1,1
19,1704,69.4,266,564,941,374,808,459,912,527,797,1012,65,1749,1,1
21,1807,107.5,275,622,1240,419,1070,553,929,580,806,1094,64,1850,1,1
18,1718,65.7,276,567,942,367,753,465,905,536,793,1056,62,1824,1,1
19,1750,69,272,553,958,368,803,484,935,543,822,1059,64,1807,1,1
36,1716,70,259,567,998,378,863,479,906,540,802,1029,71,1795,1,1
31,1770,84.2,284,584,1093,399,878,495,919,570,810,1093,64,1848,1,1
21,1865,94.9,289,574,1073,382,850,516,898,610,796,1180,66,2039,1,1
20,1759,71.5,272,564,915,362,815,452,910,560,804,1062,58,1861,1,1
29,1926,101,297,585,1115,402,884,541,985,628,881,1197,70,2055,1,1
27,1705,70,265,560,934,367,826,482,858,548,766,1062,66,1873,1,1
24,1781,82.5,290,575,1016,388,975,516,879,577,763,1078,68,1952,1,1
22,1766,81,274,577,1018,372,865,506,960,539,842,1036,57,1800,1,1
22,1814,80.7,274,577,1029,372,895,518,940,565,829,1081,66,1896,1,1
21,1830,81.9,281,594,986,402,848,498,983,574,860,1102,72,1861,1,1
19,1738,68.4,275,546,933,355,804,479,916,537,822,1031,61,1834,1,1
23,1868,90.4,283,598,1010,405,918,511,979,593,866,1112,68,1924,1,1
37,1668,90.6,264,540,1086,387,1060,518,911,515,818,963,69,1715,1,1
39,1853,109.4,285,584,1144,414,1075,541,920,625,810,1135,70,2024,2,1
29,1571,77.4,232,568,1067,372,1009,516,829,497,720,935,65,1649,1,1
21,1723,90.4,285,592,1098,413,1022,520,918,537,802,1008,66,1802,1,1
29,1829,99.2,285,589,1163,425,999,560,985,566,866,1104,63,1889,1,1
31,1696,77.7,254,545,1057,387,932,493,892,535,785,1022,62,1778,1,1
19,1727,62.8,270,548,917,359,741,463,938,530,826,1020,57,1810,2,1
19,1785,79.1,286,581,996,388,879,502,930,571,808,1078,66,1960,1,1
21,1698,66.2,264,591,942,384,801,460,882,542,767,1039,65,1780,2,1
32,1845,86.8,287,570,1034,373,973,522,980,587,859,1105,63,1974,1,1
28,1772,76.8,274,574,1021,391,880,494,944,554,825,1055,65,1858,2,1
38,1714,85.6,274,583,1093,419,1029,521,881,554,777,1022,65,1854,1,1
24,1772,94.2,278,565,1191,402,1004,552,888,577,773,1109,68,1886,1,1
36,1747,79.9,264,578,1007,402,865,507,954,531,830,1017,60,1788,2,1
32,1743,85.6,289,596,1034,404,990,495,888,582,769,1061,67,1830,1,1
29,1766,89.9,280,573,1068,400,988,504,935,561,821,1059,67,1824,1,1
27,1800,120.4,266,585,1327,456,1183,611,954,559,842,1083,67,1878,2,1
28,1784,74.4,266,601,1000,402,820,501,947,558,832,1067,63,1878,1,1
21,1773,80.9,269,575,1119,375,806,508,927,564,812,1098,66,1806,1,1
21,1727,73.2,265,575,1002,381,844,494,895,539,786,1036,61,1814,1,1
31,1719,77.8,263,556,992,381,917,487,919,541,804,1031,63,1773,1,1
23,1801,60.3,275,556,875,347,725,437,976,540,860,1076,61,1791,1,1
28,1781,72.4,269,583,993,392,839,489,933,562,813,1074,64,1831,1,1
37,1713,83,273,577,1051,399,986,507,887,538,777,1030,66,1774,1,1
24,1749,78.4,273,595,987,411,855,496,935,542,822,1042,66,1800,1,1
21,1619,66.3,252,553,1018,370,877,481,839,499,731,979,64,1709,1,1
38,1658,76,256,568,1070,403,969,507,889,505,782,928,66,1708,1,1
32,1822,93.7,289,603,1044,373,930,526,905,613,797,1141,71,2000,1,1
28,1730,93.1,269,582,1052,414,996,470,957,533,830,1024,68,1693,1,1
30,1661,75.6,246,544,1067,396,923,494,876,503,765,999,62,1661,1,1
27,1858,83.3,282,589,1048,395,872,501,944,593,825,1139,65,1866,1,1
23,1765,75.7,275,568,1007,402,858,481,912,565,793,1101,56,1832,1,1
26,1952,100.8,297,597,1122,383,947,530,1013,610,895,1193,64,1953,1,1
20,1800,104.2,271,578,1213,426,1081,567,924,573,809,1094,66,1863,1,1
18,1708,69.2,262,581,946,362,793,468,927,526,808,1016,59,1719,2,1
31,1749,91,259,575,1144,409,1002,538,918,550,797,1061,64,1814,1,1
33,1649,86.1,259,577,1113,425,1012,514,874,522,766,966,67,1721,2,1
35,1705,83.5,273,568,1097,397,970,529,878,539,776,1035,65,1804,1,1
21,1836,99.4,289,562,1114,390,999,522,950,593,839,1119,60,1899,1,1
20,1825,64.5,274,558,942,330,779,459,932,586,825,1118,65,1899,2,1
26,1653,61.3,267,543,964,360,715,472,861,527,756,1023,58,1707,1,1
30,1720,70.8,259,579,983,389,865,484,889,545,779,1058,66,1779,1,1
28,1708,88.9,264,555,1124,389,1026,514,901,524,792,1017,65,1786,1,1
25,1725,83.6,259,573,1057,405,990,511,925,529,802,1032,64,1736,1,1
28,1835,118,291,628,1254,472,1130,572,994,582,870,1107,67,1918,1,1
22,1728,85.9,260,562,1034,412,975,500,921,545,801,1045,62,1802,2,1
27,1748,89.2,274,557,1100,392,953,526,883,543,774,1065,68,1870,1,1
28,1805,75.1,288,600,978,384,830,489,910,581,783,1104,70,1896,1,1
40,1735,77.8,265,547,1071,404,917,490,895,544,775,1026,64,1776,1,1
30,1687,83.1,269,587,1064,413,950,502,920,535,794,1000,65,1740,1,1
30,1710,74.9,279,587,1005,367,880,491,897,538,775,1050,70,1779,1,1
22,1786,63,280,556,894,352,715,462,902,572,802,1088,68,1889,1,1
33,1751,88,265,587,1058,393,891,508,953,542,834,1047,67,1776,1,1
28,1750,72.2,269,563,998,400,848,478,898,557,781,1052,62,1765,1,1
18,1758,62.1,253,547,893,330,767,460,917,542,806,1040,63,1814,1,1
20,1785,75,266,578,1012,380,860,492,920,564,806,1085,64,1838,1,1
41,1763,96.9,276,566,1099,404,1069,532,920,565,812,1044,64,1823,1,1
33,1708,85.4,253,582,1125,396,971,522,904,531,793,1047,67,1730,1,1
38,1763,90.7,261,559,1080,406,981,514,936,552,823,1061,57,1796,1,1
29,1750,85.8,261,566,1122,402,949,535,933,542,829,1037,63,1839,1,1
39,1710,86.6,249,551,1079,398,1055,500,929,515,820,982,65,1746,1,1
20,1803,92.7,280,597,1115,418,980,529,907,583,785,1088,65,1936,1,1
34,1725,91,249,580,1137,405,1009,553,887,562,782,1048,60,1854,1,1
33,1817,94.2,272,585,1144,400,1018,549,933,586,814,1089,65,1909,1,1
29,1723,73.6,260,557,1008,370,947,476,894,551,781,1016,63,1786,1,1
24,1598,66.6,244,588,1002,404,899,486,849,493,734,942,64,1687,1,1
26,1717,78.4,281,578,986,400,805,487,864,564,768,1068,61,1881,1,1
22,1737,120.8,271,573,1272,476,1189,597,927,547,813,1025,65,1784,2,1
24,1814,99.9,271,587,1128,399,1127,509,972,565,840,1059,65,1813,1,1
29,1721,80.4,264,588,1097,405,951,506,925,538,827,1024,66,1761,1,1
37,1818,95.1,276,595,1087,424,1003,534,947,574,838,1078,67,1983,1,1
31,1735,88,271,574,1081,409,946,531,908,551,796,1031,66,1783,1,1
25,1760,75.7,256,572,1036,376,864,511,938,545,825,1057,62,1837,2,1
22,1793,81.9,270,585,1074,415,939,509,921,562,793,1104,70,1825,2,1
25,1722,97.2,281,555,1174,401,1051,529,933,545,823,1047,67,1796,1,1
21,1850,94.5,270,580,1153,423,1010,521,970,576,854,1091,62,1830,1,1
20,1719,91.2,264,575,1133,399,947,537,951,524,848,988,64,1783,1,1
34,1740,76.1,263,559,1003,374,784,503,914,543,810,1053,63,1836,1,1
27,1731,90.2,266,580,1114,402,1007,529,914,534,796,1002,64,1782,1,1
29,1842,81.3,274,576,1044,376,873,517,967,575,852,1130,59,1896,1,1
21,1800,106.6,265,603,1106,420,1056,545,940,567,818,1091,61,1869,2,1
28,1710,78.2,274,574,1011,392,918,491,896,552,770,1038,65,1766,2,1
40,1803,101.8,266,594,1116,435,1031,525,1000,553,867,1045,66,1819,1,1
24,1800,81.8,289,589,1003,389,867,505,964,577,844,1081,64,1851,1,1
40,1744,84.7,277,567,1116,383,919,526,855,586,757,1146,71,1930,1,1
27,1735,100.5,269,611,1200,415,997,547,940,546,818,1041,66,1763,1,1
38,1706,92.5,261,585,1090,419,1070,513,933,537,811,1005,67,1745,1,1
23,1687,65.1,252,573,934,386,797,478,866,543,746,1033,65,1732,1,1
23,1803,86.7,285,582,1083,409,938,517,961,579,835,1097,64,1864,1,1
24,1897,86.7,284,586,1054,385,845,507,968,621,842,1194,67,1970,1,1
32,1768,91.4,275,588,1068,391,945,512,959,537,846,1052,61,1789,1,1
25,1652,77.1,247,569,1003,400,977,482,897,494,796,950,60,1671,1,1
23,1749,63.5,270,574,932,362,753,481,899,565,796,1088,66,1847,1,1
27,1772,87.2,269,566,1071,395,1002,501,937,545,821,1013,62,1754,1,1
36,1788,89.4,272,573,1107,395,1000,526,919,573,812,1064,69,1899,1,1
21,1833,86.6,286,584,1028,397,881,501,955,586,840,1100,65,1883,1,1
29,1760,82.9,272,570,1024,390,907,509,944,544,836,1054,61,1772,1,1
33,1662,60.7,257,546,968,349,800,438,870,524,757,1013,62,1686,1,1
26,1899,102.9,288,576,1161,414,1039,521,952,608,830,1169,70,2036,1,1
25,1700,68.1,275,565,999,386,816,485,900,533,793,1014,67,1796,1,1
28,1923,88.9,298,604,1028,375,897,522,980,622,859,1171,65,1996,1,1
31,1782,71.6,284,575,986,383,815,493,964,560,844,1053,64,1826,1,1
43,1773,81.6,269,554,1059,381,961,503,956,540,850,1032,62,1810,1,1
33,1779,88.5,278,572,1121,397,1022,496,949,555,837,1059,64,1773,1,1
25,1718,86.3,255,579,1105,412,1000,508,923,532,804,1015,63,1790,2,1
24,1744,94.2,265,583,1073,422,1025,524,932,548,816,1043,59,1782,1,1
27,1761,95.8,268,544,1154,412,1007,547,941,555,830,1045,64,1791,1,1
31,1722,62.5,267,554,941,374,777,491,907,553,804,1029,66,1770,1,1
24,1814,77.2,278,564,914,376,845,468,973,556,870,1072,61,1829,1,1
22,1786,72.2,273,578,947,383,799,473,940,562,835,1086,67,1812,1,1
22,1659,97.5,254,570,1180,453,1098,548,879,518,772,935,66,1729,1,1
24,1711,87.9,281,582,1043,400,956,527,890,559,769,1042,68,1787,1,1
21,1647,107.1,270,584,1199,414,1134,554,896,520,794,969,63,1723,1,1
22,1710,87.2,263,583,996,409,926,497,882,554,773,1029,60,1764,1,1
30,1805,74.2,297,569,1010,425,815,522,951,570,844,1087,58,1906,1,1
26,1671,64.9,249,575,914,373,789,466,886,526,769,1011,62,1749,1,1
23,1735,65.4,258,574,981,378,811,480,951,522,841,1008,62,1787,1,1
25,1758,87.1,283,575,1057,389,958,524,907,567,813,1073,64,1851,1,1
24,1804,94.2,272,611,1106,406,996,516,959,572,834,1076,66,1816,1,1
26,1731,83.7,265,559,1055,399,983,501,891,554,788,1045,61,1798,1,1
31,1779,74.5,282,562,993,390,803,491,911,581,799,1077,62,1809,1,1
25,1852,108.7,296,599,1140,426,1038,523,989,580,859,1139,68,1893,1,1
25,1725,101.9,257,598,1172,441,1078,558,945,540,823,1044,64,1763,1,1
38,1768,90.6,262,562,1158,406,1035,507,952,548,836,1020,65,1799,1,1
34,1709,83.1,255,546,1084,395,999,501,875,551,767,1000,60,1760,1,1
26,1740,86.2,264,563,1094,396,1020,495,927,547,808,1018,67,1766,2,1
42,1836,101.4,280,575,1150,416,1088,557,970,590,852,1095,67,1947,1,1
36,1747,92.6,280,577,1122,428,1014,534,867,580,755,1083,63,1972,1,1
29,1725,80.8,276,584,1038,392,836,498,869,561,751,1066,72,1868,1,1
34,1745,97.2,269,563,1153,389,1080,560,925,547,820,1035,66,1856,1,1
30,1736,82.3,258,563,1067,385,1006,510,915,549,787,1017,61,1752,1,1
39,1825,65.9,274,560,947,365,779,455,951,562,842,1100,67,1776,1,1
27,1742,87.8,268,579,1049,412,950,523,940,549,823,1044,62,1819,1,1
31,1793,91.8,280,587,1043,404,925,526,928,583,817,1097,64,1858,1,1
42,1747,111.4,277,590,1232,440,1214,568,891,576,784,1062,74,1899,1,1
20,1743,74,264,584,956,392,801,488,914,549,796,1068,63,1810,1,1
27,1832,94.9,287,580,1076,406,972,552,951,589,838,1127,67,1923,1,1
25,1708,69.8,275,582,947,377,772,469,901,541,787,1037,66,1809,1,1
28,1802,96.8,280,567,1096,419,988,549,888,594,772,1118,65,1931,1,1
29,1757,88.3,268,577,1089,387,976,512,936,559,826,1054,68,1813,1,1
34,1861,98.2,296,599,1083,417,983,526,963,606,844,1141,65,1986,1,1
26,1800,79.3,265,560,1010,379,859,490,956,557,841,1097,61,1793,1,1
47,1708,91.8,277,565,1139,404,1063,526,889,553,770,989,65,1786,1,1
26,1774,90,287,584,1079,400,1031,490,909,568,793,1057,67,1851,1,1
29,1723,100.9,267,582,1174,443,1051,559,912,547,795,1047,64,1822,1,1
19,1828,62.5,286,583,899,365,748,448,957,569,840,1103,62,1905,2,1
31,1808,116.1,278,604,1203,466,1136,561,950,580,834,1115,64,1835,1,1
28,1683,68.3,270,553,1009,374,775,523,866,538,766,1022,68,1828,1,1
34,1736,65.2,288,551,961,382,740,474,863,581,763,1090,65,1888,1,1
39,1722,80.8,261,565,1077,378,915,504,922,537,816,1031,60,1796,1,1
27,1761,103.4,267,580,1163,398,1051,554,941,540,812,1043,65,1786,1,1
49,1814,107.7,274,596,1179,448,1207,536,960,571,844,1033,68,1916,1,1
22,1815,73.7,290,534,1016,360,802,484,920,583,823,1130,65,1932,1,1
50,1800,95.9,277,557,1163,391,1116,518,924,574,817,1054,58,1878,1,1
40,1822,86.7,270,587,1053,412,1042,495,908,593,805,1098,63,1922,1,1
43,1654,77.6,258,573,1050,400,918,477,891,503,773,967,60,1656,1,1
32,1621,92.7,256,564,1105,425,1124,530,869,497,755,964,60,1706,1,1
31,1716,78.3,274,586,997,364,912,489,925,536,807,1024,63,1776,1,1
29,1644,86.2,264,569,1103,405,1072,517,845,548,729,998,60,1733,2,1
44,1682,96,263,564,1098,424,1042,533,888,548,782,1050,69,1785,1,1
28,1651,60.9,257,559,912,375,756,458,855,529,746,1004,65,1757,1,1
39,1704,90.4,272,554,1181,435,1003,537,888,533,788,1028,63,1739,1,1
33,1784,80.3,279,574,1031,405,886,502,933,547,811,1069,70,1833,1,1
20,1640,75,254,571,1067,384,911,512,874,514,753,964,63,1706,1,1
26,1688,70.8,280,587,968,387,815,486,891,544,797,1013,66,1854,1,1
36,1795,80.3,260,566,1033,395,891,498,924,554,819,1079,60,1837,1,1
28,1839,68.1,277,554,909,360,765,486,953,576,836,1118,59,1895,1,1
51,1710,84,260,578,1111,400,1041,520,900,539,780,1010,65,1749,1,1
35,1730,92.9,273,584,1106,412,1054,520,899,551,788,1028,69,1779,1,1
37,1669,97.5,272,568,1183,430,1152,537,897,533,777,949,61,1727,1,1
28,1782,110.8,284,588,1208,404,1107,588,936,556,826,1084,72,1892,2,1
45,1745,80.1,274,561,1010,386,908,502,896,563,794,1093,66,1859,1,1
29,1655,86.6,251,575,1147,387,1018,538,885,511,781,988,62,1720,1,1
32,1803,97.9,301,592,1135,422,995,543,947,572,838,1083,65,1901,1,1
45,1735,116.4,286,602,1309,427,1358,568,894,567,770,1013,64,1863,2,1
37,1729,97.7,269,574,1177,449,1067,538,909,547,807,1022,65,1788,1,1
21,1738,79.3,273,603,981,401,845,512,898,553,796,1055,69,1895,1,1
48,1780,85.5,269,555,1097,383,934,516,906,577,782,1100,62,1836,1,1
28,1836,81.8,277,584,1016,406,901,508,936,595,819,1127,62,1977,1,1
33,1722,92.1,262,557,1100,394,1091,507,911,536,802,1036,63,1749,1,1
26,1907,114,283,593,1227,426,1100,546,990,616,878,1154,67,1979,1,1
43,1639,88.2,271,593,1156,431,1013,529,879,527,756,992,59,1722,1,1
41,1784,87.8,274,590,1019,395,895,490,908,577,810,1079,68,1840,1,1
26,1657,87.4,244,564,1131,407,972,546,885,522,770,985,62,1687,1,1
48,1743,73.4,263,562,957,362,932,463,916,548,799,1015,62,1790,1,1
41,1763,99.9,268,562,1174,409,1050,550,941,537,833,1025,68,1791,1,1
31,1688,90.2,260,577,1121,441,1047,537,923,519,810,984,65,1764,2,1
28,1751,88.2,274,597,1060,408,975,511,919,566,811,1058,68,1759,1,1
36,1808,85.7,267,583,1102,393,969,514,930,560,809,1108,67,1895,1,1
24,1818,86.2,266,585,1033,373,999,502,956,570,837,1093,65,1803,2,1
41,1670,84.1,255,566,1075,380,1002,495,923,513,817,957,66,1699,1,1
27,1893,108.4,294,604,1131,453,1071,532,964,612,841,1151,66,2034,1,1
29,1802,81.6,292,603,1068,395,890,525,947,571,829,1090,66,1903,1,1
27,1697,91.4,256,584,1148,415,1071,530,888,534,779,1013,65,1705,1,1
31,1722,93,261,582,1099,436,1056,525,896,536,795,1020,65,1831,1,1
45,1745,89.7,268,573,1107,407,1021,515,903,546,796,1042,64,1769,2,1
37,1729,98.2,270,602,1176,439,1104,550,928,526,818,1013,63,1793,1,1
42,1740,82.9,245,573,1062,409,962,512,951,530,843,1029,59,1799,1,1
36,1674,77.1,249,578,1036,406,886,507,880,528,763,1002,70,1688,1,1
32,1742,90.3,253,566,1100,385,1000,528,939,547,822,1030,65,1812,1,1
29,1777,88,265,582,1092,415,1013,518,909,571,782,1093,61,1859,1,1
41,1780,104.3,270,610,1158,440,1112,544,940,565,822,1053,64,1850,1,1
27,1600,63.3,252,557,939,395,826,475,817,503,726,987,64,1779,1,1
30,1707,97.3,269,590,1142,447,1049,525,900,541,795,1045,64,1828,1,1
49,1781,79.7,270,577,1050,379,970,480,937,547,831,1064,68,1790,1,1
19,1765,72,279,552,973,391,820,498,909,559,804,1066,61,1858,1,1
19,1784,65.9,275,567,927,367,778,476,926,563,814,1081,63,1849,1,1
28,1808,124.7,288,595,1257,467,1165,587,899,591,790,1108,61,1936,1,1
30,1702,82.1,252,586,1075,396,960,506,888,530,787,1019,61,1748,1,1
24,1777,75.9,273,557,1010,379,883,519,927,565,820,1072,61,1860,1,1
25,1728,77.4,262,548,1029,394,888,487,899,550,791,1029,66,1802,1,1
30,1746,77.5,250,575,1063,408,882,509,940,519,826,1041,66,1753,1,1
21,1717,78.5,269,582,953,394,875,519,943,523,831,1012,62,1736,2,1
30,1809,75.3,283,572,1008,393,821,487,906,590,799,1121,68,1932,1,1
19,1742,87.2,277,564,1036,410,902,505,874,580,773,1077,64,1876,2,1
